word	count	sources	reason	engine
সুরখা	1	objects	normalized_variant	সুরক্ষা
লকুত	1	objects	normalized_variant	লৌট
চিভ	1	objects	normalized_variant	চিবা
টেঙা	1	objects	normalized_variant	টেংগা
বিউলির	1	objects	normalized_variant	বিলির
ডুলসিস	1	objects	normalized_variant	দুলচ্ছিস
কারোয়া	1	objects	normalized_variant	কাওয়া
কোয়াকোকো	1	objects	normalized_variant	কোয়াকু
বুনিয়াম	1	objects	normalized_variant	বুনিয়া
উন্ধিয়ু	1	objects	already_resolves	উন্ধিয়ু
থীয়াল	1	objects	already_resolves	থীয়াল
বাটাটা	1	objects	already_resolves	বাটাটা
মাঞ্চুরিয়ান	1	objects	normalized_variant	মাঞ্চুরিয়া
রাতাতুই	1	objects	already_resolves	রাতাতুই
আম্মামা	1	objects	normalized_variant	আমারা
ক্যামিসা	1	objects	normalized_variant	ক্যামিলা
ঘরারা	1	objects	normalized_variant	ঘোড়ারা
ঘারারা	1	objects	already_resolves	ঘারারা
ডির্ন্ডল	1	objects	normalized_variant	দীর্ঘছন্দের
বস্ত্রাদি	1	objects	already_resolves	বস্ত্রাদি
পাসপালি	1	objects	already_resolves	পাসপালি
ফর্শি	1	objects	normalized_variant	পড়ছি
মিতপাহাত	1	objects	already_resolves	মিতপাহাত
নেরিয়াথুম	1	objects	already_resolves	নেরিয়াথুম
সরশি	1	objects	normalized_variant	সরসী
শিইন	1	objects	normalized_variant	সীন
জামাওয়ার	1	objects	already_resolves	জামাওয়ার
থং	1	objects	already_resolves	থং
ফারজি	1	objects	normalized_variant	ফারজী
হিমাচলি	1	objects	already_resolves	হিমাচলি
দুকুলা	1	objects	normalized_variant	দুলা
লাহোরি	1	objects	already_resolves	লাহোরি
চাদ্দার	1	objects	normalized_variant	চাদর
মুহাম্মাদের	1	objects	already_resolves	মুহাম্মাদের
বিমানচালনাবিদ্যা	1	objects	already_resolves	বিমানচালনাবিদ্যা
নৌবিমান	1	objects	already_resolves	নৌবিমান
ইমপালস	1	objects	already_resolves	ইমপালস
ইউজিনিয়া	1	objects	already_resolves	ইউজিনিয়া
ওপেনসিম্যাপ	1	objects	already_resolves	ওপেনসিম্যাপ
ঘূর্ণনবীক্ষক	1	objects	normalized_variant	ঘূর্ণনক্ষমতা
নৌচালনবিদ্যার	1	objects	already_resolves	নৌচালনবিদ্যার
মার্টেলিওয়ের	1	objects	normalized_variant	মার্তিনেল্লির
মেরুতারা	1	objects	already_resolves	মেরুতারা
রাম্ব	1	objects	normalized_variant	রাম
বিমানচালনা	1	objects	already_resolves	বিমানচালনা
অটোকার	1	objects	normalized_variant	টোকার
হুইলড	1	objects	normalized_variant	হুইল
এমেকো	1	objects	normalized_variant	মিকো
মেজানাইন	1	objects	already_resolves	মেজানাইন
রাণীনগরের	1	objects	normalized_variant	রানীনগরের
চেওবুর	1	objects	already_resolves	চেওবুর
নীলাভিলাক্কু	1	objects	already_resolves	নীলাভিলাক্কু
ঐকবাদনদল	1	objects	already_resolves	ঐকবাদনদল
সিস্ত্রাম	1	objects	already_resolves	সিস্ত্রাম
স্টিলপ্যান	1	objects	normalized_variant	স্তিমিতপ্রাণ
ইদাক্কা	1	objects	normalized_variant	ডাক্কা
ঘুমট	1	objects	normalized_variant	ঘুমত
তাইকো	1	objects	normalized_variant	টাইকো
ধদ	1	objects	normalized_variant	ধো
পাম্বাই	1	objects	already_resolves	পাম্বাই
ক্ল্যারিওনেট	1	objects	normalized_variant	ক্ল্যারিনেট
ইলতালম	1	objects	already_resolves	ইলতালম
সিম্বাল	1	objects	normalized_variant	সিম্বল
গুবগুবা	1	objects	already_resolves	গুবগুবা
কামানছেহ	1	objects	already_resolves	কামানছেহ
কিউরা	1	objects	already_resolves	কিউরা
জৌরাস	1	objects	normalized_variant	জরাস
তাউস	1	objects	normalized_variant	টস
ষ্টীল	1	objects	normalized_variant	স্টীল
সুরমণ্ডল	1	objects	normalized_variant	সৌরমণ্ডল
এক্কালাম	1	objects	already_resolves	এক্কালাম
অ্যাডিলি	1	objects	normalized_variant	ওয়াইল
কাকাপো	1	objects	normalized_variant	কাকাও
ম্যাকোর্নি	1	objects	normalized_variant	ম্যাকরনি
রেইল	1	objects	normalized_variant	রেলি
কোরাক্স	1	objects	normalized_variant	কোরাস
রুফিসেপস	1	objects	already_resolves	রুফিসেপস
স্টারনা	1	objects	already_resolves	স্টারনা
গুয়ানো	1	objects	normalized_variant	গুয়ান
স্কোপ্স	1	objects	normalized_variant	শপস
পুটিয়াল	1	objects	normalized_variant	পুটিয়া
উদয়ী	1	objects	already_resolves	উদয়ী
কুচকুচি	1	objects	already_resolves	কুচকুচি
তানজানিয়ান	1	objects	normalized_variant	তানজানিয়া
পালাবান	1	objects	normalized_variant	প্লাবন
ঝুটিওয়ালা	1	objects	normalized_variant	ঝুঁটিওয়ালা
ব্রল্গা	1	objects	normalized_variant	বল্গা
ভিসায়ন	1	objects	normalized_variant	ভিসায়
লালবক	1	objects	already_resolves	লালবক
সুলাওয়েসি	1	objects	already_resolves	সুলাওয়েসি
স্ল্যাটি	1	objects	normalized_variant	ছায়াটি
বান্টিং	1	objects	normalized_variant	ব্যাংকিং
হ্যামপ্রিকের	1	objects	already_resolves	হ্যামপ্রিকের
আকিকিকি	1	objects	already_resolves	আকিকিকি
রেইডি	1	objects	already_resolves	রেইডি
কুকাবুরা	1	objects	already_resolves	কুকাবুরা
অ্যানাস	1	objects	normalized_variant	অ্যানা
কর্ভাস	1	objects	normalized_variant	করাস
কাইরিনা	1	objects	normalized_variant	কারিনা
ক্যাকাটুয়া	1	objects	normalized_variant	কাকাতুয়া
গ্রুস	1	objects	normalized_variant	রুশ
তালবাতাসি	1	objects	already_resolves	তালবাতাসি
ভিডুয়া	1	objects	normalized_variant	বিদ্যা
মার্গাস	1	objects	normalized_variant	ভার্গাস
সাসিয়া	1	objects	normalized_variant	আসিয়া
কেটযাল	1	objects	normalized_variant	কেওয়াল
ডোডো	1	objects	already_resolves	ডোডো
আরবিকাম	1	objects	already_resolves	আরবিকাম
ব্রাজ্জাই	1	objects	normalized_variant	ব্রাজিলখ্যাত
এলেগ্যান্স	1	objects	already_resolves	এলেগ্যান্স
ল্যাম্বার্টি	1	objects	normalized_variant	ল্যাম্বার্ট
পুন্তিয়াস	1	objects	normalized_variant	পুঁতিয়া
সিলেই	1	objects	normalized_variant	ছিলেই
বাল্বাস	1	objects	already_resolves	বাল্বাস
পিরানা	1	objects	already_resolves	পিরানা
প্লাটি	1	objects	already_resolves	প্লাটি
ম্যাকরেল	1	objects	normalized_variant	ম্যাকরিল
অ্যাংগ্রা	1	objects	normalized_variant	অযাত্রা
খারিশ	1	objects	normalized_variant	হারিশ
কাবাশী	1	objects	normalized_variant	কাবাসী
কুইচা	1	objects	normalized_variant	কুইচ্যা
